team1_rating,team2_rating,team1_form,team2_form,rating_difference,team1_home,team2_home,neutral_venue,team1_won_toss,toss_bat,format_test,format_odi,format_t20,weather_sunny,weather_cloudy,weather_overcast,weather_humid,pitch_batting_paradise,pitch_batting_friendly,pitch_balanced,pitch_bowling_friendly,pitch_green_seamer,pitch_spin_friendly,team1_won
80,65,11,10,15,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70,82,16,19,-12,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
80,82,4,0,-2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
70,65,9,18,5,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
68,82,5,7,-14,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
65,72,5,8,-7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
70,81,9,0,-11,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
80,65,17,15,15,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
81,68,2,20,13,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
88,68,11,11,20,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
65,82,16,12,-17,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
81,65,1,11,16,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
68,82,4,0,-14,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
72,68,7,10,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
81,78,9,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
88,68,6,16,20,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
81,88,8,16,-7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
88,85,5,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
72,82,7,4,-10,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
65,88,4,19,-23,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
78,82,9,13,-4,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
88,72,2,18,16,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
78,82,8,18,-4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
72,65,15,8,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
72,82,2,16,-10,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
72,80,5,6,-8,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
70,85,6,15,-15,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
82,78,11,6,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
72,70,13,10,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
82,70,15,5,12,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
78,65,18,17,13,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
80,81,1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
78,88,17,15,-10,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
70,82,3,7,-12,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
68,88,20,13,-20,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
81,68,1,12,13,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,70,4,16,18,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
68,82,16,19,-14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
80,78,0,4,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
80,85,7,16,-5,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
80,68,9,7,12,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
68,65,3,19,3,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
81,72,1,12,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
81,68,8,17,13,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
81,72,20,19,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
85,65,19,6,20,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
85,88,15,18,-3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
72,70,19,0,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
70,81,14,10,-11,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
70,82,13,17,-12,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
82,65,11,16,17,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
78,85,12,9,-7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
88,70,2,9,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
82,68,5,6,14,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
85,72,8,2,13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
82,88,4,5,-6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
85,81,16,15,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
82,78,1,10,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
65,81,11,13,-16,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
68,70,8,14,-2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
78,70,20,6,8,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
88,85,14,19,3,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
82,80,7,17,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
82,70,3,7,12,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
88,72,2,3,16,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
65,81,1,6,-16,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
80,85,10,3,-5,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
82,65,20,19,17,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
81,85,11,7,-4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
80,88,1,19,-8,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
72,70,14,12,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
82,88,14,8,-6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
80,65,10,14,15,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
85,78,6,5,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
68,88,16,4,-20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
65,81,7,5,-16,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
81,80,15,2,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
68,72,0,15,-4,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
72,68,3,12,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
78,85,12,4,-7,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
85,72,0,19,13,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
65,85,9,17,-20,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
82,80,1,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
65,80,19,7,-15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
65,72,9,5,-7,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
80,82,13,16,-2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
68,80,20,5,-12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
82,88,4,17,-6,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
80,78,19,10,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
85,65,9,7,20,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
78,81,16,17,-3,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
82,72,14,2,10,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
78,70,16,16,8,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
80,85,20,8,-5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
81,80,9,14,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
68,65,16,10,3,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
65,78,12,12,-13,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
72,85,10,19,-13,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
65,80,9,7,-15,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
72,88,12,19,-16,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
85,81,2,14,4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
82,65,1,13,17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
85,81,5,16,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
72,65,0,6,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
72,85,0,5,-13,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
72,85,14,6,-13,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
72,88,6,17,-16,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
70,82,15,17,-12,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
80,72,13,14,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
78,82,11,7,-4,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
80,70,2,4,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
68,80,6,13,-12,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
65,82,6,19,-17,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
85,78,18,13,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
82,85,10,9,-3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
72,82,8,15,-10,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
81,65,9,0,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
70,80,13,7,-10,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
78,81,14,15,-3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
81,72,14,11,9,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
82,81,13,5,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
81,72,17,9,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
70,85,4,10,-15,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
82,88,5,20,-6,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
68,80,18,11,-12,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
85,78,18,8,7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
65,88,14,18,-23,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
78,81,19,7,-3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
82,80,5,11,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
81,80,15,13,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
65,80,17,0,-15,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
81,72,20,18,9,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
80,68,1,2,12,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
85,68,13,8,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
68,82,18,16,-14,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
82,78,7,16,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
68,72,19,15,-4,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
85,81,0,6,4,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
82,72,5,13,10,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
88,80,9,15,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
88,78,12,16,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
81,78,2,9,3,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
88,72,20,3,16,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
78,72,4,6,6,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
85,72,10,12,13,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
78,72,7,20,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
85,68,14,0,17,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
70,82,12,5,-12,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
78,81,13,15,-3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
78,72,4,18,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
65,68,9,6,-3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
88,70,4,4,18,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
78,85,9,11,-7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
78,68,8,1,10,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
80,82,6,3,-2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
68,72,7,19,-4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
65,88,16,16,-23,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
65,85,12,0,-20,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
65,82,1,10,-17,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
81,78,11,7,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
72,82,15,18,-10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
81,68,5,11,13,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
80,88,13,15,-8,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
85,70,20,3,15,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
72,85,19,14,-13,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
78,81,11,11,-3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
80,72,17,7,8,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
68,80,3,19,-12,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
65,70,0,15,-5,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
72,78,11,10,-6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
78,72,20,9,6,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
65,85,13,0,-20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
65,68,17,9,-3,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
81,70,12,10,11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
65,78,10,10,-13,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
81,88,7,15,-7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
85,68,11,7,17,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
81,68,14,18,13,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
85,68,1,0,17,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
88,80,17,17,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
80,68,6,0,12,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
65,82,15,11,-17,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
68,78,11,7,-10,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
70,80,12,0,-10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
85,72,20,1,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
88,78,1,2,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
70,81,7,9,-11,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
81,70,10,19,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
88,65,8,13,23,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
78,88,5,5,-10,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
78,82,12,16,-4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
72,70,11,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
85,68,8,12,17,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
78,82,4,8,-4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
72,81,0,13,-9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
78,70,9,9,8,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
81,80,13,12,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
65,82,3,3,-17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70,80,5,10,-10,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
85,88,4,14,-3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
68,88,14,18,-20,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
68,65,9,15,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
78,70,12,1,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
82,85,6,5,-3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
78,65,1,2,13,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
78,70,18,19,8,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
88,82,8,14,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
68,80,20,3,-12,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
81,65,3,11,16,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
68,65,19,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
70,82,20,4,-12,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
65,72,15,3,-7,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
82,78,6,15,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70,81,6,17,-11,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
82,68,1,1,14,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
70,85,18,19,-15,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
81,78,17,4,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
81,88,14,15,-7,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
80,85,19,10,-5,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
72,68,16,1,4,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
82,88,8,17,-6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
85,68,16,15,17,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
80,78,8,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
80,88,20,19,-8,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
82,88,20,17,-6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
65,85,18,2,-20,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
70,81,18,16,-11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
65,81,4,12,-16,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
85,70,14,14,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
68,81,2,14,-13,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
65,85,13,2,-20,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
85,68,9,17,17,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
80,65,18,16,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
68,70,12,15,-2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
88,68,3,2,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
85,70,9,13,15,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
78,70,15,5,8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
68,82,7,8,-14,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
88,81,16,3,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
82,78,10,11,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
70,80,5,10,-10,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
68,72,9,13,-4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
70,65,2,3,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
72,88,0,17,-16,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
70,65,0,8,5,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
85,82,0,7,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
80,88,7,12,-8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
70,78,0,10,-8,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
82,88,7,19,-6,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
65,80,7,2,-15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
72,85,6,3,-13,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
65,85,17,20,-20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
78,80,12,0,-2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
80,82,4,6,-2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
65,85,13,11,-20,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
70,72,18,14,-2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
78,81,12,11,-3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
68,72,18,3,-4,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
65,85,10,15,-20,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
81,72,14,15,9,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
72,81,10,12,-9,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
80,72,11,1,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
88,65,16,11,23,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
70,72,19,15,-2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
81,78,20,1,3,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
82,78,19,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
80,81,20,12,-1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
65,81,7,3,-16,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
81,78,14,20,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
88,82,20,4,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
78,82,15,1,-4,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
88,85,1,11,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
85,72,11,18,13,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
70,80,6,11,-10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
72,70,4,11,2,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
85,72,2,8,13,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
78,88,3,0,-10,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
65,81,7,14,-16,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
82,65,12,14,17,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
80,78,11,18,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
81,65,15,9,16,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
68,81,13,4,-13,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70,85,3,0,-15,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
65,80,0,12,-15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
88,68,17,3,20,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
